Id,Full Name,Birth date,Birth Place,Role,Batting Style,Bowling Style,Fielding Style
36183,Bryan Andrews,4-Apr-45,"Christchurch, Canterbury",NA,Right-hand bat,Right-arm medium,NA
37731,John Francis Maclean Morrison,27-Aug-47,Wellington,NA,Right-hand bat,Slow left-arm orthodox,NA
36609,Jeremy Vernon Coney,21-Jun-52,Wellington,NA,Right-hand bat,Right-arm medium,NA
36595,Bernard Lance Cairns,10-Oct-49,"Picton, Marlborough",NA,Right-hand bat,Right-arm medium-fast,NA
36603,Ewen John Chatfield,3-Jul-50,"Dannevirke, Manawatu",NA,Right-hand bat,Right-arm medium-fast,NA
37254,Geoffrey Philip Howarth,29-Mar-51,Auckland,NA,Right-hand bat,Right-arm offbreak,NA
38253,Andrew Duncan Glenn Roberts,6-May-47,"Te Aroha, Waikato",NA,Right-hand bat,Right-arm medium,NA
36180,Robert Wickham Anderson,2-Oct-48,"Christchurch, Canterbury",NA,Right-hand bat,Legbreak,NA
37605,Warren Kenneth Lees,19-Mar-52,"Dunedin, Otago",NA,Right-hand bat,Right-arm medium,Wicketkeeper
38122,Peter James Petherick,25-Sep-42,"Ranfurly, Otago",NA,Right-hand bat,Right-arm offbreak,NA
38114,Norman Murray Parker,28-Aug-48,"Dannevirke, Manawatu",NA,Right-hand bat,DNB,NA
38617,Gary Bertram Troup,3-Oct-52,"Taumarunui, Wanganui",NA,Right-hand bat,Left-arm fast-medium,NA
36952,Graham Neil Edwards,27-May-55,"Nelson, Nelson",NA,Right-hand bat,DNB,Wicketkeeper
36303,Stephen Lewis Boock,20-Sep-51,"Dunedin, Otago",NA,Right-hand bat,Slow left-arm orthodox,NA
38757,John Geoffrey Wright,5-Jul-54,"Darfield, Canterbury",Opening batsman,Left-hand bat,Right-arm medium,NA
36304,Brendon Paul Bracewell,14-Sep-59,Auckland,NA,Right-hand bat,Right-arm medium,NA
36951,Bruce Adrian Edgar,23-Nov-56,Wellington,NA,Left-hand bat,Right-arm bowler,Wicketkeeper
38246,John Fulton Reid,3-Mar-56,Auckland,NA,Left-hand bat,Legbreak,NA
38745,Peter Neil Webb,14-Jul-57,Auckland,NA,Right-hand bat,DNB,NA
37703,Paul Ernest McEwan,19-Dec-53,"Christchurch, Canterbury",NA,Right-hand bat,Right-arm medium,NA
36306,John Garry Bracewell,15-Apr-58,Auckland,NA,Right-hand bat,Right-arm offbreak,NA
38396,Ian David Stockley Smith,28-Feb-57,"Nelson, Nelson",Wicketkeeper batsman,Right-hand bat,Right-arm bowler,Wicketkeeper
38398,Martin Colin Snedden,23-Nov-58,"Mount Eden, Auckland",NA,Left-hand bat,Right-arm medium-fast,NA
36622,Martin David Crowe,22-Sep-62,"Henderson, Auckland",Middle-order batsman,Right-hand bat,Right-arm medium,NA
36620,Jeffrey John Crowe,14-Sep-58,Auckland,NA,Right-hand bat,Right-arm bowler,NA
37103,Evan John Gray,18-Nov-54,Wellington,NA,Right-hand bat,Slow left-arm orthodox,NA
37002,Trevor John Franklin,15-Mar-62,"Mount Eden, Auckland",NA,Right-hand bat,Right-arm medium,NA
38404,Derek Alexander Stirling,5-Oct-61,"Upper Hutt, Wellington",NA,Right-hand bat,Right-arm fast-medium,NA
38258,Kenneth Robert Rutherford,26-Oct-65,"Dunedin, Otago",Top-order batsman,Right-hand bat,Right-arm medium,NA
36310,Vaughan Raymond Brown,3-Nov-59,"Christchurch, Canterbury",NA,Left-hand bat,Right-arm offbreak,NA
37102,Stuart Ross Gillespie,2-Mar-57,Wanganui,NA,Right-hand bat,Right-arm fast-medium,NA
38252,Gary Keith Robertson,15-Jul-60,"New Plymouth, Taranaki",NA,Right-hand bat,Right-arm fast-medium,NA
38742,William Watson,31-Aug-65,Auckland,Bowler,Right-hand bat,Right-arm fast-medium,NA
36297,Tony Elston Blain,17-Feb-62,"Nelson, Nelson",NA,Right-hand bat,Legbreak,Wicketkeeper
38118,Dipak Narshibhai Patel,25-Oct-58,"Nairobi, Kenya",Middle-order batsman,Right-hand bat,Right-arm offbreak,NA
37251,Philip Andrew Horne,21-Jan-60,"Upper Hutt, Wellington",NA,Left-hand bat,DNB,NA
37491,Andrew Howard Jones,9-May-59,Wellington,Top-order batsman,Right-hand bat,Right-arm offbreak,NA
37730,Daniel Kyle Morrison,3-Feb-66,Auckland,Bowler,Right-hand bat,Right-arm fast-medium,NA
37105,Mark John Greatbatch,11-Dec-63,Auckland,Opening batsman,Left-hand bat,Right-arm medium,Wicketkeeper
38707,Robert Howard Vance,31-Mar-55,Wellington,NA,Right-hand bat,Right-arm offbreak,NA
37532,Christopher Mary Kuggeleijn,10-May-56,Auckland,NA,Right-hand bat,Right-arm offbreak,NA
36597,Christopher Lance Cairns,13-Jun-70,"Picton, Marlborough",Allrounder,Right-hand bat,Right-arm fast-medium,NA
38613,Shane Alexander Thomson,27-Jan-69,"Hamilton, Waikato",NA,Right-hand bat,DNB,NA
38132,Mark Wellings Priest,12-Aug-61,"Greymouth, West Coast",NA,Left-hand bat,Slow left-arm orthodox,NA
38117,Adam Craig Parore,23-Jan-71,Auckland,NA,Right-hand bat,DNB,Wicketkeeper
36308,Grant Eric Bradburn,26-May-66,"Hamilton, Waikato",NA,Right-hand bat,Right-arm offbreak,NA
38133,Christopher Pringle,26-Jan-68,Auckland,NA,Right-hand bat,Right-arm fast-medium,NA
38749,David John White,26-Jun-61,Gisborne,NA,Right-hand bat,Right-arm offbreak,NA
37235,Blair Robert Hartland,22-Oct-66,"Christchurch, Canterbury",NA,Right-hand bat,DNB,NA
38409,NA,7-Nov-66,Wanganui,NA,Left-hand bat,Left-arm fast-medium,NA
37602,Rodney Terry Latham,12-Jun-61,"Christchurch, Canterbury",Top-order batsman,Right-hand bat,Right-arm medium,NA
36835,Simon Blair Doull,6-Aug-69,"Pukekohe, Auckland",NA,Right-hand bat,Right-arm medium,NA
37241,Mark James Haslam,26-Sep-72,"Bury, Lancashire, England",NA,Left-hand bat,Slow left-arm orthodox,NA
38008,Dion Joseph Nash,20-Nov-71,Auckland,NA,Right-hand bat,Right-arm fast-medium,NA
37232,Chris Zinzan Harris,20-Nov-69,"Christchurch, Canterbury",Allrounder,Left-hand bat,Right-arm medium,NA
38066,Michael Barry Owens,11-Nov-69,"Christchurch, Canterbury",NA,Right-hand bat,Right-arm fast-medium,NA
38708,Justin Thomas Caldwell Vaughan,30-Aug-67,"Hereford, England",NA,Left-hand bat,Right-arm medium,NA
38127,Blair Andrew Pocock,18-Jun-71,"Papakura, Auckland",NA,Right-hand bat,Right-arm slow,NA
36826,Richard Paul de Groen,5-Aug-62,"Otorohanga, Waikato",NA,Right-hand bat,Right-arm fast-medium,NA
38929,Bryan Andrew Young,3-Nov-64,"Whangarei, Northland",NA,Right-hand bat,DNB,Wicketkeeper
37237,Matthew Norman Hart,16-May-72,"Hamilton, Waikato",NA,Left-hand bat,Slow left-arm orthodox,NA
37000,Stephen Paul Fleming,1-Apr-73,"Christchurch, Canterbury",Top-order batsman,Left-hand bat,DNB,NA
36825,Heath Te-Ihi-O-Te-Rangi Davis,30-Nov-71,"Lower Hutt, Wellington",NA,Right-hand bat,Right-arm fast,NA
37601,Gavin Rolf Larsen,27-Sep-62,Wellington,Bowler,Right-hand bat,Right-arm medium,NA
37735,Darrin James Murray,4-Sep-67,"Christchurch, Canterbury",NA,Right-hand bat,Right-arm medium,NA
38740,Kerry Peter Walmsley,23-Aug-73,"Dunedin, Otago",NA,Right-hand bat,Right-arm fast-medium,NA
37101,Lee Kenneth Germon,4-Nov-68,"Christchurch, Canterbury",NA,Right-hand bat,Legbreak,Wicketkeeper
38624,Roger Graham Twose,17-Apr-68,"Torquay, Devon, England",Top-order batsman,Left-hand bat,Right-arm medium,NA
38401,Craig Murray Spearman,4-Jul-72,Auckland,Opening batsman,Right-hand bat,DNB,NA
36179,Geoffrey Ian Allott,24-Dec-71,"Christchurch, Canterbury",Bowler,Right-hand bat,Left-arm fast-medium,NA
36185,Nathan John Astle,15-Sep-71,"Christchurch, Canterbury",Opening batsman,Right-hand bat,Right-arm medium,NA
37530,Robert John Kennedy,3-Jun-72,"Dunedin, Otago",Bowler,Right-hand bat,Right-arm medium,NA
37609,Greg Riaka Loveridge,15-Jan-75,"Palmerston North, Manawatu",Bowler,Right-hand bat,Legbreak,NA
38710,Daniel Luca Vettori,27-Jan-79,Auckland,Allrounder,Left-hand bat,Slow left-arm orthodox,NA
37250,Matthew Jeffery Horne,5-Dec-70,"Takapuna, Auckland",NA,Right-hand bat,Right-arm medium,NA
38060,NA,15-Nov-73,NA,NA,Left-hand bat,Left-arm fast-medium,NA
38386,David Graham Sewell,20-Oct-77,"Christchurch, Canterbury",NA,Right-hand bat,Left-arm fast-medium,NA
37712,Craig Douglas McMillan,13-Sep-76,"Christchurch, Canterbury",Batsman,Right-hand bat,Right-arm medium,NA
38753,Paul John Wiseman,4-May-70,Auckland,Bowler,Right-hand bat,Right-arm offbreak,NA
36294,Matthew David Bell,25-Feb-77,"Dunedin, Otago",NA,Right-hand bat,Right-arm offbreak,NA
38403,Gary Raymond Stead,9-Jan-72,"Christchurch, Canterbury",NA,Right-hand bat,Legbreak,NA
38393,Mathew Stuart Sinclair,9-Nov-75,"Katherine, Australia",NA,Right-hand bat,Right-arm medium,Wicketkeeper
38620,Daryl Raymond Tuffey,11-Jun-78,"Milton, Otago",Bowler,Right-hand bat,Right-arm fast-medium,NA
38251,Mark Hunter Richardson,11-Jun-71,NA,NA,Left-hand bat,Slow left-arm orthodox,NA
37700,Christopher Stewart Martin,10-Dec-74,"Christchurch, Canterbury",Bowler,Right-hand bat,Right-arm fast-medium,NA
38737,Brooke Graeme Keith Walker,25-Mar-77,Auckland,NA,Right-hand bat,Legbreak,NA
37696,Hamish John Hamilton Marshall,15-Feb-79,"Warkworth, Auckland",Batsman,Right-hand bat,Right-arm medium,NA
37004,James Edward Charles Franklin,7-Nov-80,Wellington,Allrounder,Left-hand bat,Left-arm medium,NA
36839,Christopher James Drum,10-Jul-74,Auckland,NA,Right-hand bat,Right-arm fast-medium,NA
36326,Shane Edward Bond,7-Jun-75,"Christchurch, Canterbury",Bowler,Right-hand bat,Right-arm fast,NA
38714,Lou Vincent,11-Nov-78,"Warkworth, Auckland",Batsman,Right-hand bat,Right-arm medium,Occasional wicketkeeper
36331,Ian Gareth Butler,24-Nov-81,"Middlemore, Auckland",NA,Right-hand bat,Right-arm fast,NA
36192,Andre Ryan Adams,17-Jul-75,Auckland,Allrounder,Right-hand bat,Right-arm fast-medium,NA
37239,Robert Garry Hart,2-Dec-74,"Hamilton, Waikato",NA,Right-hand bat,DNB,Wicketkeeper
38407,Scott Bernard Styris,10-Jul-75,"Brisbane, Queensland, Australia",Allrounder,Right-hand bat,Right-arm medium,NA
38062,Jacob David Philip Oram,28-Jul-78,"Palmerston North, Manawatu",Allrounder,Left-hand bat,Right-arm fast-medium,NA
37494,Richard Andrew Jones,22-Oct-73,Auckland,NA,Right-hand bat,DNB,NA
37737,Brendon Barrie McCullum,27-Sep-81,"Dunedin, Otago",Wicketkeeper batsman,Right-hand bat,DNB,Wicketkeeper
38111,Michael Hugh William Papps,2-Jul-79,"Christchurch, Canterbury",Opening batsman,Right-hand bat,DNB,Wicketkeeper
37701,Michael James Mason,27-Aug-74,"Carterton, Wairarapa",NA,Right-hand bat,Right-arm fast-medium,NA
37740,Kyle David Mills,15-Mar-79,Auckland,Bowler,Right-hand bat,Right-arm fast-medium,NA
36627,Craig Derek Cumming,31-Aug-75,"Timaru, Canterbury",Opening batsman,Right-hand bat,DNB,NA
38108,NA,10-Jul-76,"Lower Hutt, Wellington",NA,Right-hand bat,Right-arm fast-medium,NA
37698,James Andrew Hamilton Marshall,15-Feb-79,"Warkworth, Auckland",Batsman,Right-hand bat,Right-arm medium,NA
37091,Peter Gordon Fulton,1-Feb-79,"Christchurch, Canterbury",NA,Right-hand bat,Right-arm medium,NA
37265,Jamie Michael How,19-May-81,"New Plymouth, Taranaki",Top-order batsman,Right-hand bat,DNB,NA
38141,Jeetan Shashi Patel,7-May-80,Wellington,NA,Right-hand bat,Right-arm offbreak,NA
38699,Luteru Ross Poutoa Lote Taylor,8-Mar-84,"Lower Hutt, Wellington",Middle-order batsman,Right-hand bat,Right-arm offbreak,NA
37111,Mark Raymond Gillespie,17-Oct-79,Wanganui,Bowler,Right-hand bat,Right-arm fast-medium,NA
44956,Grant David Elliott,21-Mar-79,"Johannesburg, Transvaal",Allrounder,Right-hand bat,Right-arm medium,NA
232364,Timothy Grant Southee,11-Dec-88,"Whangarei, Northland",Bowler,Right-hand bat,Right-arm medium-fast,NA
37095,Daniel Raymond Flynn,16-Apr-85,New Zealand,Middle-order batsman,Left-hand bat,Left-arm slow,NA
38264,Aaron James Redmond,23-Sep-79,Auckland,Top-order batsman,Right-hand bat,Legbreak,Occasional wicketkeeper
37248,Gareth James Hopkins,24-Nov-76,"Lower Hutt, Wellington",Wicketkeeper batsman,Right-hand bat,DNB,Wicketkeeper
38373,Jesse Daniel Ryder,6-Aug-84,"Masterton, Wellington",Allrounder,Left-hand bat,Right-arm medium,NA
37706,Timothy Gavin McIntosh,4-Dec-79,Auckland,Batsman,Left-hand bat,DNB,NA
226492,Martin James Guptill,30-Sep-86,Auckland,Opening batsman,Right-hand bat,Right-arm offbreak,NA
38924,Bradley-John Watling,9-Jul-85,"Durban, South Africa",Wicketkeeper batsman,Right-hand bat,DNB,Wicketkeeper
38952,Peter John Ingram,25-Oct-78,"Hawera, Taranaki",Top-order batsman,Right-hand bat,Right-arm offbreak,NA
36194,Brent John Arnel,3-Jan-79,"Te Awamutu, Waikato",Bowler,Right-hand bat,Right-arm medium-fast,NA
226493,Hamish Kyle Bennett,22-Feb-87,Timaru,Bowler,Left-hand bat,Right-arm medium-fast,NA
277906,Kane Stuart Williamson,8-Aug-90,Tauranga,Top-order batsman,Right-hand bat,Right-arm offbreak,NA
38005,Andrew John McKay,17-Apr-80,Auckland,Bowler,Right-hand bat,Left-arm fast-medium,NA
38931,Reece Alan Young,15-Sep-79,Auckland,Middle-order batsman,Right-hand bat,DNB,Wicketkeeper
362541,Douglas Andrew John Bracewell,28-Sep-90,"Tauranga, Bay of Plenty",Bowler,Right-hand bat,Right-arm fast-medium,NA
4493,Dean Graham Brownlie,30-Jul-84,"Perth, Western Australia",Middle-order batsman,Right-hand bat,Right-arm medium,NA
277912,Trent Alexander Boult,22-Jul-89,Rotorua,Bowler,Right-hand bat,Left-arm fast-medium,NA
38058,Robert James Nicol,28-May-83,Auckland,Opening batsman,Right-hand bat,DNB,NA
47780,Cornelius Francoius Kruger van Wyk,7-Feb-80,"Wolmaransstad, North-West",Wicketkeeper batsman,Right-hand bat,DNB,Wicketkeeper
233713,Neil Wagner,13-Mar-86,"Pretoria, Transvaal",Bowler,Left-hand bat,Left-arm medium-fast,NA
213674,Todd Duncan Astle,24-Sep-86,"Palmerston North, New Zealand",Bowler,Right-hand bat,Legbreak,NA
232359,Colin Munro,11-Mar-87,Durban,Opening batsman,Left-hand bat,Right-arm medium-fast,NA
37745,Bruce Philip Martin,25-Apr-80,"Whangarei, Northland",Bowler,Right-hand bat,Slow left-arm orthodox,NA
331375,Hamish Duncan Rutherford,27-Apr-89,"Dunedin, Otago",Opening batsman,Left-hand bat,Slow left-arm orthodox,NA
277662,Corey James Anderson,13-Dec-90,"Christchurch, Canterbury",Batting allrounder,Left-hand bat,Left-arm medium-fast,NA
559066,Inderbir Singh Sodhi,31-Oct-92,"Ludhiana, India",Bowler,Right-hand bat,Legbreak,NA
388802,Thomas William Maxwell Latham,2-Apr-92,"Christchurch, Canterbury",Wicketkeeper batsman,Left-hand bat,Right-arm medium,Wicketkeeper
355269,James Douglas Sheahan Neesham,17-Sep-90,Auckland,Batting allrounder,Left-hand bat,Right-arm medium-fast,NA
497543,Mark Donald Craig,23-Mar-87,Auckland,Bowler,Left-hand bat,Right-arm offbreak,NA
506612,Matthew James Henry,14-Dec-91,"Christchurch, Canterbury",Bowler,Right-hand bat,Right-arm fast-medium,NA
502714,Mitchell Josef Santner,5-Feb-92,Hamilton,Bowling allrounder,Left-hand bat,Slow left-arm orthodox,NA
539511,Henry Michael Nicholls,15-Nov-91,Christchurch,Top-order batsman,Left-hand bat,Right-arm offbreak,NA
55395,Colin de Grandhomme,22-Jul-86,Harare,Allrounder,Right-hand bat,Right-arm medium-fast,NA
277914,Jeet Ashok Raval,22-Sep-88,Gujarat,Opening batsman,Left-hand bat,Legbreak,NA
36581,Neil Trevor Broom,20-Nov-83,"Christchurch, Canterbury",Middle-order batsman,Right-hand bat,Right-arm medium,NA
440516,Thomas Ackland Blundell,1-Sep-90,Wellington,Wicketkeeper batsman,Right-hand bat,Right-arm offbreak,Wicketkeeper
595783,Ajaz Yunus Patel,21-Oct-88,"Bombay (now Mumbai), Maharashtra, India",Bowler,Left-hand bat,Slow left-arm orthodox,NA
38607,William Edgar Richard Somerville,9-Aug-84,"Wadestown, Wellington",Bowler,Right-hand bat,Right-arm offbreak,NA
381743,Daryl Joseph Mitchell,20-May-91,Hamilton,Allrounder,Right-hand bat,Right-arm medium,NA
493773,Lachlan Hammond Ferguson,13-Jun-91,Auckland,Bowler,Right-hand bat,Right-arm fast,NA
823509,Glenn Dominic Phillips,6-Dec-96,"East London, Eastern Cape, South Africa",Wicketkeeper batsman,Right-hand bat,DNB,Wicketkeeper
625960,Kyle Alex Jamieson,30-Dec-94,Auckland,Bowler,Right-hand bat,Right-arm medium,NA
36608,Peter George Coman,13-Apr-43,"Christchurch, Canterbury",NA,Right-hand bat,DNB,NA
37220,Barry George Hadlee,14-Dec-41,"Christchurch, Canterbury",NA,Right-hand bat,DNB,NA
37707,Brian John McKechnie,6-Nov-53,"Gore, Southland",NA,Right-hand bat,Right-arm fast-medium,NA
38405,Leslie Warren Stott,8-Dec-46,"Rochdale, Lancashire, England",NA,Right-hand bat,Right-arm medium,NA
36299,Bruce Robert Blair,27-Dec-57,"Dunedin, Otago",NA,Left-hand bat,Right-arm medium,NA
38746,Richard John Webb,15-Sep-52,"Invercargill, Southland",NA,Right-hand bat,Right-arm fast-medium,NA
37240,Ronald Terence Hart,7-Nov-61,"Lower Hutt, Wellington",NA,Right-hand bat,Right-arm offbreak,Wicketkeeper
37714,Ervin Bruce McSweeney,8-Mar-57,Wellington,NA,Right-hand bat,DNB,Wicketkeeper
38249,Richard Bruce Reid,3-Dec-58,"Lower Hutt, Wellington",NA,Right-hand bat,DNB,NA
38255,Stuart James Roberts,22-Mar-65,"Christchurch, Canterbury",NA,Right-hand bat,Right-arm fast-medium,NA
37720,Jonathan Paul Millmow,22-Sep-67,Wellington,NA,Right-hand bat,Right-arm fast-medium,NA
38124,Richard George Petrie,23-Aug-67,"Christchurch, Canterbury",NA,Right-hand bat,Right-arm fast-medium,NA
38751,Jeffrey William Wilson,24-Oct-73,"Invercargill, Southland",NA,Right-hand bat,Right-arm fast-medium,NA
36833,Mark William Douglas,20-Oct-68,"Nelson, Nelson",NA,Left-hand bat,DNB,Wicketkeeper
37245,Roydon Leslie Hayes,9-May-71,"Paeroa, Waikato",NA,Right-hand bat,Right-arm fast,NA
38120,Andrew Jonathan Penn,27-Jul-74,Wanganui,NA,Right-hand bat,Right-arm fast-medium,NA
37257,Llorne Gregory Howell,8-Jul-72,NA,NA,Right-hand bat,Right-arm medium,NA
36285,Mark David Bailey,26-Nov-70,"Hamilton, Waikato",NA,Right-hand bat,Right-arm medium,NA
38608,Alex Ross Tait,13-Jun-72,"Paparoa, Northland",NA,Right-hand bat,Right-arm medium,NA
36312,Carl Edwin Bulfin,19-Aug-73,"Blenheim, Marlborough",NA,Right-hand bat,Right-arm fast-medium,NA
38755,Warren Anthony Wisneski,19-Feb-69,"New Plymouth, Taranaki",NA,Right-hand bat,Right-arm medium,NA
38009,Christopher John Nevin,3-Aug-75,"Dunedin, Otago",NA,Right-hand bat,DNB,Wicketkeeper
38411,Glen Paul Sulzberger,14-Mar-73,"Kaponga, Taranaki",NA,Left-hand bat,Right-arm offbreak,NA
37263,Paul Anthony Hitchcock,23-Jan-75,"Whangarei, Northland",NA,Right-hand bat,Right-arm medium,NA
38760,Matthew David John Walker,17-Jan-77,"Opunake, Taranaki",NA,Right-hand bat,Right-arm medium,NA
36632,Tamahau Karangatukituki Canning,7-Apr-77,"Rose Park, Adelaide, South Australia, Australia",NA,Right-hand bat,Right-arm fast-medium,NA
37228,Lance John Hamilton,5-Apr-73,"Papakura, Auckland",NA,Right-hand bat,Left-arm fast-medium,NA
36950,Brendon John Diamanti,30-Apr-81,"Blenheim, Marlborough",Batsman,Right-hand bat,Right-arm medium-fast,NA
37770,Peter Donald McGlashan,22-Jun-79,NA,Wicketkeeper batsman,Right-hand bat,DNB,Wicketkeeper
38626,Ewen Paul Thompson,17-Dec-79,"Warkworth, Auckland",Bowler,Left-hand bat,Left-arm fast-medium,NA
37749,Nathan Leslie McCullum,1-Sep-80,"Dunedin, Otago",Bowler,Right-hand bat,Right-arm offbreak,NA
38418,Shanan Luke Stewart,21-Jun-82,"Christchurch, Canterbury",Top-order batsman,Right-hand bat,Right-arm medium,NA
38920,Luke James Woodcock,19-Mar-82,NA,Allrounder,Left-hand bat,Slow left-arm orthodox,Occasional wicketkeeper
36187,Graeme William Aldridge,15-Nov-77,"Christchurch, Canterbury",Bowler,Right-hand bat,Right-arm fast-medium,NA
36993,Andrew Malcolm Ellis,24-Mar-82,"Christchurch, Canterbury",Allrounder,Right-hand bat,Right-arm fast-medium,NA
377639,Tarun Sai Nethula,8-May-83,"Kurnool, Andhra Pradesh",Bowler,Right-hand bat,Legbreak,NA
36590,Michael David Bates,11-Oct-83,Auckland,Bowler,Right-hand bat,Left-arm medium-fast,NA
450860,Adam Fraser Milne,13-Apr-92,Palmerston North,Bowler,Right-hand bat,Right-arm fast,NA
319439,Mitchell John McClenaghan,11-Jun-86,NA,Bowler,Left-hand bat,Left-arm fast-medium,NA
36948,Anton Paul Devcich,28-Sep-85,"Hamilton, Waikato",Opening batsman,Left-hand bat,Slow left-arm orthodox,NA
440523,Ben Matthew Wheeler,10-Nov-91,Blenheim,Bowler,Right-hand bat,Left-arm medium-fast,NA
355267,Andrew William Mathieson,10-Oct-89,Hamilton,Bowler,Right-hand bat,Right-arm medium,NA
277911,George Herrick Worker,23-Aug-89,Palmerston North,Batting allrounder,Left-hand bat,Slow left-arm orthodox,NA
539548,Scott Christopher Kuggeleijn,3-Jan-92,Hamilton,Bowling allrounder,Right-hand bat,Right-arm fast-medium,NA
395057,Seth Hayden Arnold Rance,23-Aug-87,Wellington,Bowler,Right-hand bat,Right-arm medium,NA
438563,Mark Sinclair Chapman,27-Jun-94,Hong Kong,Allrounder,Left-hand bat,Slow left-arm orthodox,NA
625964,Tim Louis Seifert,14-Dec-94,Wanganui,Wicketkeeper batsman,Right-hand bat,DNB,Wicketkeeper
232356,Roneel Magan Hira,23-Jan-87,Auckland,Bowler,Left-hand bat,Slow left-arm orthodox,NA
707113,Thomas Charles Bruce,2-Aug-91,"Te Kuiti, King Country",Top-order batsman,Right-hand bat,Right-arm offbreak,NA
384355,Anaru Kyle Kitchen,21-Feb-84,Auckland,Middle-order batsman,Right-hand bat,Slow left-arm orthodox,NA
854909,Blair Marshall Tickner,13-Oct-93,NA,Bowler,Right-hand bat,Right-arm medium-fast,NA
39001,Anwar Hussain Khokhar,16-Jul-20,"Lahore, Punjab",NA,Right-hand bat,Right-arm fast-medium,NA
40092,Fazal Mahmood,18-Feb-27,"Lahore, Punjab",NA,Right-hand bat,Right-arm fast-medium,NA
40373,Hanif Mohammad,21-Dec-34,"Junagadh, Gujarat, India",NA,Right-hand bat,Right-arm offbreak,Wicketkeeper
40565,Imtiaz Ahmed,5-Jan-28,"Lahore, Punjab",NA,Right-hand bat,Right-arm offbreak,Wicketkeeper
40579,Israr Ali,1-May-27,"Jullundur (now Jalandhar), Punjab, India",NA,Left-hand bat,Left-arm fast-medium,NA
41043,Khan Mohammad,1-Jan-28,"Lahore, Punjab",NA,Right-hand bat,Right-arm fast-medium,NA
41270,Maqsood Ahmed,26-Mar-25,"Amritsar, Punjab, India",NA,Right-hand bat,Right-arm medium,NA
42068,Nazar Mohammad,5-Mar-21,"Lahore, Punjab",NA,Right-hand bat,Right-arm bowler,NA
43541,Waqar Hasan,12-Sep-32,"Amritsar, Punjab, India",NA,Right-hand bat,Right-arm bowler,NA
41267,Mahmood Hussain,2-Apr-32,"Lahore, Punjab",NA,Right-hand bat,Right-arm fast-medium,NA
43706,Zulfiqar Ahmed,22-Nov-26,"Lahore, Punjab",NA,Right-hand bat,Right-arm offbreak,NA
43557,Wazir Mohammad,22-Dec-29,"Junagadh, Gujarat, India",NA,Right-hand bat,Right-arm bowler,NA
38992,Alimuddin,15-Dec-30,"Ajmer, Rajasthan, India",NA,Right-hand bat,Legbreak,NA
41041,Syed Khalid Wazir,27-Apr-36,"Jullundur (now Jalandhar), Punjab, India",NA,Right-hand bat,Right-arm fast-medium,NA
